Measures Filter,Date of Last Report ,Cumulative Incidence (c),Country or Subregion,Deaths,EW,Imported,Confirmed,Last_Report,Last Epidemiological Week Reported (a),Total Cases (b),Year,Population x 1000
760,12/30/2017,15.49,Costa Rica,,15,,760,12/30/2017,15,760,2017,4906
0,12/30/2017,0,Virgin Islands (UK),,15,,0,12/30/2017,15,0,2017,35
0,12/30/2017,0,Canada,0,15,0,,12/30/2017,15,0,2017,0
16210,12/30/2017,7.75,Brazil,,15,,"5,664",12/30/2017,15,"16,210",2017,209288
654,12/30/2017,174.4,Belize,,15,,131,12/30/2017,15,654,2017,375
52,12/30/2017,13.16,Bahamas,,15,,0,12/30/2017,15,52,2017,395
1134,12/30/2017,10.26,Bolivia,0,15,,505,12/30/2017,15,"1,134",2017,11052
383,12/30/2017,255.33,Curaçao,,15,,133,12/30/2017,15,383,2017,150
146,12/30/2017,0.11,Mexico,,15,,146,12/30/2017,15,146,2017,129163
2,12/30/2017,40,Montserrat,,15,,0,12/30/2017,15,2,2017,5
665,12/30/2017,578.26,Aruba,,15,,576,12/30/2017,15,665,2017,115
302,12/30/2017,4.86,Nicaragua,,15,,,12/30/2017,15,302,2017,6218
1213,12/30/2017,29.59,Panama,,15,,158,12/30/2017,15,"1,213",2017,4099
65,12/30/2017,0.95,Paraguay,,15,,1,12/30/2017,15,65,2017,6811
3193,12/30/2017,9.93,Peru,,15,,324,12/30/2017,15,"3,193",2017,32165
1,12/30/2017,1.89,Saint Kitts and Nevis,,15,,0,12/30/2017,15,1,2017,53
10,12/30/2017,58.82,Anguilla,,15,,4,12/30/2017,15,10,2017,17
0,12/30/2017,0,Saint Lucia,0,15,,0,12/30/2017,15,0,2017,165
9,12/30/2017,1.6,Suriname,,15,,1,12/30/2017,15,9,2017,563
25,12/30/2017,47.17,Turks and Caicos Islands,,15,,1,12/30/2017,15,25,2017,53
0,10/7/2017,0,Uruguay,0,15,0,,10/7/2017,15,0,2017,3457
,2/24/2018,,French Guiana,,15,,,2/24/2018,-,,2017,283
,4/11/2020,,El Salvador,,15,,,4/11/2020,-,,2017,6378
,12/30/2017,,United States of America,,15,,,12/30/2017,-,,2017,324460
,2/17/2018,,Guadeloupe,,15,,,2/17/2018,-,,2017,450
,12/31/2016,,Trinidad and Tobago,,15,,,12/31/2016,-,,2017,1369
,2/17/2018,,Martinique,,15,,,2/17/2018,-,,2017,385
,4/4/2020,,Venezuela,,15,,,4/4/2020,-,,2017,31977
,12/30/2017,,Cuba,,15,,,12/30/2017,-,,2017,11485
,12/31/2016,,Antigua and Barbuda,,15,,,12/31/2016,-,,2017,95
26,12/30/2017,8.9,Barbados,,16,,2,12/30/2017,16,26,2017,292
15,12/30/2017,25.86,Cayman Islands,,16,,0,12/30/2017,16,15,2017,58
516,12/30/2017,1.17,Argentina,,16,,215,12/30/2017,16,516,2017,44271
146,12/30/2017,5.05,Jamaica,,16,,0,12/30/2017,16,146,2017,2890
304,12/30/2017,1.8,Guatemala,,16,,75,12/30/2017,16,304,2017,16914
120,12/30/2017,1.3,Honduras,,16,,4,12/30/2017,16,120,2017,9265
7,12/30/2017,6.25,Grenada,,16,,6,12/30/2017,16,7,2017,112
0,12/30/2017,0,Dominica,,16,,0,12/30/2017,16,0,2017,74
9,12/30/2017,0.08,Dominican Republic,,16,,0,12/30/2017,16,9,2017,10767
1479,12/30/2017,8.9,Ecuador,,16,,"1,053",12/30/2017,16,"1,479",2017,16625
1008,12/30/2017,2.05,Colombia,,16,,3,12/30/2017,16,"1,008",2017,49066
783,12/30/2017,15.96,Costa Rica,,16,,783,12/30/2017,16,783,2017,4906
0,12/30/2017,0,Canada,0,16,0,,12/30/2017,16,0,2017,0
17305,12/30/2017,8.27,Brazil,,16,,"5,996",12/30/2017,16,"17,305",2017,209288
683,12/30/2017,182.13,Belize,,16,,137,12/30/2017,16,683,2017,375
56,12/30/2017,14.18,Bahamas,,16,,0,12/30/2017,16,56,2017,395
1190,12/30/2017,10.77,Bolivia,0,16,,521,12/30/2017,16,"1,190",2017,11052
0,12/30/2017,0,Virgin Islands (UK),,16,,0,12/30/2017,16,0,2017,35
389,12/30/2017,259.33,Curaçao,,16,,134,12/30/2017,16,389,2017,150
159,12/30/2017,0.12,Mexico,,16,,159,12/30/2017,16,159,2017,129163
2,12/30/2017,40,Montserrat,,16,,0,12/30/2017,16,2,2017,5
676,12/30/2017,587.83,Aruba,,16,,587,12/30/2017,16,676,2017,115
323,12/30/2017,5.19,Nicaragua,,16,,,12/30/2017,16,323,2017,6218
1242,12/30/2017,30.3,Panama,,16,,162,12/30/2017,16,"1,242",2017,4099
69,12/30/2017,1.01,Paraguay,,16,,2,12/30/2017,16,69,2017,6811
3794,12/30/2017,11.8,Peru,,16,,377,12/30/2017,16,"3,794",2017,32165
4,12/30/2017,7.55,Saint Kitts and Nevis,,16,,0,12/30/2017,16,4,2017,53
10,12/30/2017,58.82,Anguilla,,16,,4,12/30/2017,16,10,2017,17
0,12/30/2017,0,Saint Lucia,0,16,,0,12/30/2017,16,0,2017,165
9,12/30/2017,1.6,Suriname,,16,,1,12/30/2017,16,9,2017,563
25,12/30/2017,47.17,Turks and Caicos Islands,,16,,1,12/30/2017,16,25,2017,53
0,10/7/2017,0,Uruguay,0,16,0,,10/7/2017,16,0,2017,3457
,2/24/2018,,French Guiana,,16,,,2/24/2018,-,,2017,283
,4/11/2020,,El Salvador,,16,,,4/11/2020,-,,2017,6378
,12/30/2017,,United States of America,,16,,,12/30/2017,-,,2017,324460
,2/17/2018,,Guadeloupe,,16,,,2/17/2018,-,,2017,450
,12/31/2016,,Trinidad and Tobago,,16,,,12/31/2016,-,,2017,1369
,2/17/2018,,Martinique,,16,,,2/17/2018,-,,2017,385
,4/4/2020,,Venezuela,,16,,,4/4/2020,-,,2017,31977
,12/30/2017,,Cuba,,16,,,12/30/2017,-,,2017,11485
,12/31/2016,,Antigua and Barbuda,,16,,,12/31/2016,-,,2017,95
26,12/30/2017,8.9,Barbados,,17,,2,12/30/2017,17,26,2017,292
15,12/30/2017,25.86,Cayman Islands,,17,,0,12/30/2017,17,15,2017,58
547,12/30/2017,1.24,Argentina,,17,,224,12/30/2017,17,547,2017,44271
151,12/30/2017,5.22,Jamaica,,17,,0,12/30/2017,17,151,2017,2890
312,12/30/2017,1.84,Guatemala,,17,,76,12/30/2017,17,312,2017,16914
120,12/30/2017,1.3,Honduras,,17,,4,12/30/2017,17,120,2017,9265
7,12/30/2017,6.25,Grenada,,17,,6,12/30/2017,17,7,2017,112
0,12/30/2017,0,Dominica,,17,,0,12/30/2017,17,0,2017,74
9,12/30/2017,0.08,Dominican Republic,,17,,0,12/30/2017,17,9,2017,10767
1654,12/30/2017,9.95,Ecuador,,17,,"1,176",12/30/2017,17,"1,654",2017,16625
1063,12/30/2017,2.17,Colombia,,17,,3,12/30/2017,17,"1,063",2017,49066
807,12/30/2017,16.45,Costa Rica,,17,,807,12/30/2017,17,807,2017,4906
0,12/30/2017,0,Canada,0,17,0,,12/30/2017,17,0,2017,0
18344,12/30/2017,8.76,Brazil,,17,,"6,271",12/30/2017,17,"18,344",2017,209288
712,12/30/2017,189.87,Belize,,17,,137,12/30/2017,17,712,2017,375
63,12/30/2017,15.95,Bahamas,,17,,0,12/30/2017,17,63,2017,395
1250,12/30/2017,11.31,Bolivia,0,17,,531,12/30/2017,17,"1,250",2017,11052
0,12/30/2017,0,Virgin Islands (UK),,17,,0,12/30/2017,17,0,2017,35
396,12/30/2017,264,Curaçao,,17,,134,12/30/2017,17,396,2017,150
178,12/30/2017,0.14,Mexico,,17,,178,12/30/2017,17,178,2017,129163
2,12/30/2017,40,Montserrat,,17,,0,12/30/2017,17,2,2017,5
680,12/30/2017,591.3,Aruba,,17,,591,12/30/2017,17,680,2017,115
350,12/30/2017,5.63,Nicaragua,,17,,,12/30/2017,17,350,2017,6218
1274,12/30/2017,31.08,Panama,,17,,165,12/30/2017,17,"1,274",2017,4099
70,12/30/2017,1.03,Paraguay,,17,,2,12/30/2017,17,70,2017,6811
4200,12/30/2017,13.06,Peru,,17,,399,12/30/2017,17,"4,200",2017,32165
4,12/30/2017,7.55,Saint Kitts and Nevis,,17,,0,12/30/2017,17,4,2017,53
10,12/30/2017,58.82,Anguilla,,17,,4,12/30/2017,17,10,2017,17
0,12/30/2017,0,Saint Lucia,0,17,,0,12/30/2017,17,0,2017,165
9,12/30/2017,1.6,Suriname,,17,,1,12/30/2017,17,9,2017,563
25,12/30/2017,47.17,Turks and Caicos Islands,,17,,1,12/30/2017,17,25,2017,53
0,10/7/2017,0,Uruguay,0,17,0,,10/7/2017,17,0,2017,3457
,2/24/2018,,French Guiana,,17,,,2/24/2018,-,,2017,283
,4/11/2020,,El Salvador,,17,,,4/11/2020,-,,2017,6378
,12/30/2017,,United States of America,,17,,,12/30/2017,-,,2017,324460
,2/17/2018,,Guadeloupe,,17,,,2/17/2018,-,,2017,450
,12/31/2016,,Trinidad and Tobago,,17,,,12/31/2016,-,,2017,1369
,2/17/2018,,Martinique,,17,,,2/17/2018,-,,2017,385
,4/4/2020,,Venezuela,,17,,,4/4/2020,-,,2017,31977
,12/30/2017,,Cuba,,17,,,12/30/2017,-,,2017,11485
,12/31/2016,,Antigua and Barbuda,,17,,,12/31/2016,-,,2017,95
28,12/30/2017,9.59,Barbados,,18,,2,12/30/2017,18,28,2017,292
16,12/30/2017,27.59,Cayman Islands,,18,,0,12/30/2017,18,16,2017,58
586,12/30/2017,1.32,Argentina,,18,,236,12/30/2017,18,586,2017,44271
156,12/30/2017,5.4,Jamaica,,18,,0,12/30/2017,18,156,2017,2890
324,12/30/2017,1.92,Guatemala,,18,,77,12/30/2017,18,324,2017,16914
120,12/30/2017,1.3,Honduras,,18,,4,12/30/2017,18,120,2017,9265
7,12/30/2017,6.25,Grenada,,18,,6,12/30/2017,18,7,2017,112
0,12/30/2017,0,Dominica,,18,,0,12/30/2017,18,0,2017,74
9,12/30/2017,0.08,Dominican Republic,,18,,0,12/30/2017,18,9,2017,10767
1876,12/30/2017,11.28,Ecuador,,18,,"1,319",12/30/2017,18,"1,876",2017,16625
1100,12/30/2017,2.24,Colombia,,18,,3,12/30/2017,18,"1,100",2017,49066
836,12/30/2017,17.04,Costa Rica,,18,,836,12/30/2017,18,836,2017,4906
0,12/30/2017,0,Canada,0,18,0,,12/30/2017,18,0,2017,0
19524,12/30/2017,9.33,Brazil,,18,,"6,573",12/30/2017,18,"19,524",2017,209288
735,12/30/2017,196,Belize,,18,,140,12/30/2017,18,735,2017,375
66,12/30/2017,16.71,Bahamas,,18,,0,12/30/2017,18,66,2017,395
1288,12/30/2017,11.65,Bolivia,0,18,,540,12/30/2017,18,"1,288",2017,11052
0,12/30/2017,0,Virgin Islands (UK),,18,,0,12/30/2017,18,0,2017,35
401,12/30/2017,267.33,Curaçao,,18,,136,12/30/2017,18,401,2017,150
193,12/30/2017,0.15,Mexico,,18,,193,12/30/2017,18,193,2017,129163
2,12/30/2017,40,Montserrat,,18,,0,12/30/2017,18,2,2017,5
682,12/30/2017,593.04,Aruba,,18,,593,12/30/2017,18,682,2017,115
368,12/30/2017,5.92,Nicaragua,,18,,,12/30/2017,18,368,2017,6218
1295,12/30/2017,31.59,Panama,,18,,170,12/30/2017,18,"1,295",2017,4099
70,12/30/2017,1.03,Paraguay,,18,,2,12/30/2017,18,70,2017,6811
4610,12/30/2017,14.33,Peru,,18,,431,12/30/2017,18,"4,610",2017,32165
4,12/30/2017,7.55,Saint Kitts and Nevis,,18,,0,12/30/2017,18,4,2017,53
10,12/30/2017,58.82,Anguilla,,18,,4,12/30/2017,18,10,2017,17
0,12/30/2017,0,Saint Lucia,0,18,,0,12/30/2017,18,0,2017,165
9,12/30/2017,1.6,Suriname,,18,,1,12/30/2017,18,9,2017,563
26,12/30/2017,49.06,Turks and Caicos Islands,,18,,1,12/30/2017,18,26,2017,53
0,10/7/2017,0,Uruguay,0,18,0,,10/7/2017,18,0,2017,3457
,2/24/2018,,French Guiana,,18,,,2/24/2018,-,,2017,283
,4/11/2020,,El Salvador,,18,,,4/11/2020,-,,2017,6378
,12/30/2017,,United States of America,,18,,,12/30/2017,-,,2017,324460
,2/17/2018,,Guadeloupe,,18,,,2/17/2018,-,,2017,450
,12/31/2016,,Trinidad and Tobago,,18,,,12/31/2016,-,,2017,1369
,2/17/2018,,Martinique,,18,,,2/17/2018,-,,2017,385
,4/4/2020,,Venezuela,,18,,,4/4/2020,-,,2017,31977
,12/30/2017,,Cuba,,18,,,12/30/2017,-,,2017,11485
,12/31/2016,,Antigua and Barbuda,,18,,,12/31/2016,-,,2017,95
29,12/30/2017,9.93,Barbados,,19,,2,12/30/2017,19,29,2017,292
1329,12/30/2017,12.02,Bolivia,0,19,,550,12/30/2017,19,"1,329",2017,11052
16,12/30/2017,27.59,Cayman Islands,,19,,0,12/30/2017,19,16,2017,58
624,12/30/2017,1.41,Argentina,,19,,248,12/30/2017,19,624,2017,44271
157,12/30/2017,5.43,Jamaica,,19,,0,12/30/2017,19,157,2017,2890
337,12/30/2017,1.99,Guatemala,,19,,81,12/30/2017,19,337,2017,16914
120,12/30/2017,1.3,Honduras,,19,,4,12/30/2017,19,120,2017,9265
7,12/30/2017,6.25,Grenada,,19,,6,12/30/2017,19,7,2017,112
0,12/30/2017,0,Dominica,,19,,0,12/30/2017,19,0,2017,74
9,12/30/2017,0.08,Dominican Republic,,19,,0,12/30/2017,19,9,2017,10767
2107,12/30/2017,12.67,Ecuador,,19,,"1,444",12/30/2017,19,"2,107",2017,16625
1145,12/30/2017,2.33,Colombia,,19,,3,12/30/2017,19,"1,145",2017,49066
860,12/30/2017,17.53,Costa Rica,,19,,860,12/30/2017,19,860,2017,4906
0,12/30/2017,0,Canada,0,19,0,,12/30/2017,19,0,2017,0
20560,12/30/2017,9.82,Brazil,,19,,"6,838",12/30/2017,19,"20,560",2017,209288
759,12/30/2017,202.4,Belize,,19,,143,12/30/2017,19,759,2017,375
68,12/30/2017,17.22,Bahamas,,19,,0,12/30/2017,19,68,2017,395
0,12/30/2017,0,Virgin Islands (UK),,19,,0,12/30/2017,19,0,2017,35
405,12/30/2017,270,Curaçao,,19,,137,12/30/2017,19,405,2017,150
206,12/30/2017,0.16,Mexico,,19,,206,12/30/2017,19,206,2017,129163
2,12/30/2017,40,Montserrat,,19,,0,12/30/2017,19,2,2017,5
690,12/30/2017,600,Aruba,,19,,601,12/30/2017,19,690,2017,115
387,12/30/2017,6.22,Nicaragua,,19,,,12/30/2017,19,387,2017,6218
1317,12/30/2017,32.13,Panama,,19,,174,12/30/2017,19,"1,317",2017,4099
72,12/30/2017,1.06,Paraguay,,19,,2,12/30/2017,19,72,2017,6811
4903,12/30/2017,15.24,Peru,,19,,446,12/30/2017,19,"4,903",2017,32165
4,12/30/2017,7.55,Saint Kitts and Nevis,,19,,0,12/30/2017,19,4,2017,53
10,12/30/2017,58.82,Anguilla,,19,,4,12/30/2017,19,10,2017,17
0,12/30/2017,0,Saint Lucia,0,19,,0,12/30/2017,19,0,2017,165
9,12/30/2017,1.6,Suriname,,19,,1,12/30/2017,19,9,2017,563
26,12/30/2017,49.06,Turks and Caicos Islands,,19,,1,12/30/2017,19,26,2017,53
0,10/7/2017,0,Uruguay,0,19,0,,10/7/2017,19,0,2017,3457
,2/24/2018,,French Guiana,,19,,,2/24/2018,-,,2017,283
,4/11/2020,,El Salvador,,19,,,4/11/2020,-,,2017,6378
,12/30/2017,,United States of America,,19,,,12/30/2017,-,,2017,324460
,2/17/2018,,Guadeloupe,,19,,,2/17/2018,-,,2017,450
,12/31/2016,,Trinidad and Tobago,,19,,,12/31/2016,-,,2017,1369
,2/17/2018,,Martinique,,19,,,2/17/2018,-,,2017,385
,4/4/2020,,Venezuela,,19,,,4/4/2020,-,,2017,31977
,12/30/2017,,Cuba,,19,,,12/30/2017,-,,2017,11485
,12/31/2016,,Antigua and Barbuda,,19,,,12/31/2016,-,,2017,95
29,12/30/2017,9.93,Barbados,,20,,2,12/30/2017,20,29,2017,292
1365,12/30/2017,12.35,Bolivia,0,20,,561,12/30/2017,20,"1,365",2017,11052
624,12/30/2017,1.41,Argentina,,20,,248,12/30/2017,20,624,2017,44271
16,12/30/2017,27.59,Cayman Islands,,20,,0,12/30/2017,20,16,2017,58
157,12/30/2017,5.43,Jamaica,,20,,0,12/30/2017,20,157,2017,2890
351,12/30/2017,2.08,Guatemala,,20,,83,12/30/2017,20,351,2017,16914
120,12/30/2017,1.3,Honduras,,20,,4,12/30/2017,20,120,2017,9265
7,12/30/2017,6.25,Grenada,,20,,6,12/30/2017,20,7,2017,112
0,12/30/2017,0,Dominica,,20,,0,12/30/2017,20,0,2017,74
9,12/30/2017,0.08,Dominican Republic,,20,,0,12/30/2017,20,9,2017,10767
2107,12/30/2017,12.67,Ecuador,,20,,"1,444",12/30/2017,20,"2,107",2017,16625
1145,12/30/2017,2.33,Colombia,,20,,3,12/30/2017,20,"1,145",2017,49066
893,12/30/2017,18.2,Costa Rica,,20,,893,12/30/2017,20,893,2017,4906
0,12/30/2017,0,Canada,0,20,0,,12/30/2017,20,0,2017,0
21577,12/30/2017,10.31,Brazil,,20,,"7,080",12/30/2017,20,"21,577",2017,209288
759,12/30/2017,202.4,Belize,,20,,143,12/30/2017,20,759,2017,375
68,12/30/2017,17.22,Bahamas,,20,,0,12/30/2017,20,68,2017,395
0,12/30/2017,0,Virgin Islands (UK),,20,,0,12/30/2017,20,0,2017,35
405,12/30/2017,270,Curaçao,,20,,137,12/30/2017,20,405,2017,150
206,12/30/2017,0.16,Mexico,,20,,206,12/30/2017,20,206,2017,129163
2,12/30/2017,40,Montserrat,,20,,0,12/30/2017,20,2,2017,5
690,12/30/2017,600,Aruba,,20,,601,12/30/2017,20,690,2017,115
403,12/30/2017,6.48,Nicaragua,,20,,,12/30/2017,20,403,2017,6218
1317,12/30/2017,32.13,Panama,,20,,174,12/30/2017,20,"1,317",2017,4099
72,12/30/2017,1.06,Paraguay,,20,,2,12/30/2017,20,72,2017,6811
4903,12/30/2017,15.24,Peru,,20,,446,12/30/2017,20,"4,903",2017,32165
4,12/30/2017,7.55,Saint Kitts and Nevis,,20,,0,12/30/2017,20,4,2017,53
10,12/30/2017,58.82,Anguilla,,20,,4,12/30/2017,20,10,2017,17
0,12/30/2017,0,Saint Lucia,0,20,,0,12/30/2017,20,0,2017,165
9,12/30/2017,1.6,Suriname,,20,,1,12/30/2017,20,9,2017,563
26,12/30/2017,49.06,Turks and Caicos Islands,,20,,1,12/30/2017,20,26,2017,53
0,10/7/2017,0,Uruguay,0,20,0,,10/7/2017,20,0,2017,3457
,2/24/2018,,French Guiana,,20,,,2/24/2018,-,,2017,283
,4/11/2020,,El Salvador,,20,,,4/11/2020,-,,2017,6378
,12/30/2017,,United States of America,,20,,,12/30/2017,-,,2017,324460
,2/17/2018,,Guadeloupe,,20,,,2/17/2018,-,,2017,450
,12/31/2016,,Trinidad and Tobago,,20,,,12/31/2016,-,,2017,1369
,2/17/2018,,Martinique,,20,,,2/17/2018,-,,2017,385
,4/4/2020,,Venezuela,,20,,,4/4/2020,-,,2017,31977
,12/30/2017,,Cuba,,20,,,12/30/2017,-,,2017,11485
,12/31/2016,,Antigua and Barbuda,,20,,,12/31/2016,-,,2017,95
29,12/30/2017,9.93,Barbados,,21,,2,12/30/2017,21,29,2017,292
1399,12/30/2017,12.66,Bolivia,0,21,,571,12/30/2017,21,"1,399",2017,11052
22548,12/30/2017,10.77,Brazil,,21,,"7,326",12/30/2017,21,"22,548",2017,209288
629,12/30/2017,1.42,Argentina,,21,,249,12/30/2017,21,629,2017,44271
17,12/30/2017,29.31,Cayman Islands,,21,,0,12/30/2017,21,17,2017,58
157,12/30/2017,5.43,Jamaica,,21,,0,12/30/2017,21,157,2017,2890
367,12/30/2017,2.17,Guatemala,,21,,85,12/30/2017,21,367,2017,16914
120,12/30/2017,1.3,Honduras,,21,,4,12/30/2017,21,120,2017,9265
7,12/30/2017,6.25,Grenada,,21,,6,12/30/2017,21,7,2017,112
0,12/30/2017,0,Dominica,,21,,0,12/30/2017,21,0,2017,74
9,12/30/2017,0.08,Dominican Republic,,21,,0,12/30/2017,21,9,2017,10767
2316,12/30/2017,13.93,Ecuador,,21,,"1,579",12/30/2017,21,"2,316",2017,16625
1184,12/30/2017,2.41,Colombia,,21,,3,12/30/2017,21,"1,184",2017,49066
933,12/30/2017,19.02,Costa Rica,,21,,933,12/30/2017,21,933,2017,4906
0,12/30/2017,0,Canada,0,21,0,,12/30/2017,21,0,2017,0
794,12/30/2017,211.73,Belize,,21,,144,12/30/2017,21,794,2017,375
69,12/30/2017,17.47,Bahamas,,21,,0,12/30/2017,21,69,2017,395
0,12/30/2017,0,Virgin Islands (UK),,21,,0,12/30/2017,21,0,2017,35
412,12/30/2017,274.67,Curaçao,,21,,140,12/30/2017,21,412,2017,150
227,12/30/2017,0.18,Mexico,,21,,227,12/30/2017,21,227,2017,129163
2,12/30/2017,40,Montserrat,,21,,0,12/30/2017,21,2,2017,5
694,12/30/2017,603.48,Aruba,,21,,605,12/30/2017,21,694,2017,115
416,12/30/2017,6.69,Nicaragua,,21,,,12/30/2017,21,416,2017,6218
1357,12/30/2017,33.11,Panama,,21,,174,12/30/2017,21,"1,357",2017,4099
74,12/30/2017,1.09,Paraguay,,21,,2,12/30/2017,21,74,2017,6811
5161,12/30/2017,16.05,Peru,,21,,484,12/30/2017,21,"5,161",2017,32165
4,12/30/2017,7.55,Saint Kitts and Nevis,,21,,0,12/30/2017,21,4,2017,53
11,12/30/2017,64.71,Anguilla,,21,,4,12/30/2017,21,11,2017,17
0,12/30/2017,0,Saint Lucia,0,21,,0,12/30/2017,21,0,2017,165
9,12/30/2017,1.6,Suriname,,21,,1,12/30/2017,21,9,2017,563
28,12/30/2017,52.83,Turks and Caicos Islands,,21,,1,12/30/2017,21,28,2017,53
0,10/7/2017,0,Uruguay,0,21,0,,10/7/2017,21,0,2017,3457
,2/24/2018,,French Guiana,,21,,,2/24/2018,-,,2017,283
,4/11/2020,,El Salvador,,21,,,4/11/2020,-,,2017,6378
,12/30/2017,,United States of America,,21,,,12/30/2017,-,,2017,324460
,2/17/2018,,Guadeloupe,,21,,,2/17/2018,-,,2017,450
,12/31/2016,,Trinidad and Tobago,,21,,,12/31/2016,-,,2017,1369
,2/17/2018,,Martinique,,21,,,2/17/2018,-,,2017,385
,4/4/2020,,Venezuela,,21,,,4/4/2020,-,,2017,31977
,12/30/2017,,Cuba,,21,,,12/30/2017,-,,2017,11485
,12/31/2016,,Antigua and Barbuda,,21,,,12/31/2016,-,,2017,95
29,12/30/2017,9.93,Barbados,,22,,2,12/30/2017,22,29,2017,292
1430,12/30/2017,12.94,Bolivia,0,22,,581,12/30/2017,22,"1,430",2017,11052
23431,12/30/2017,11.2,Brazil,,22,,"7,539",12/30/2017,22,"23,431",2017,209288
636,12/30/2017,1.44,Argentina,,22,,250,12/30/2017,22,636,2017,44271
17,12/30/2017,29.31,Cayman Islands,,22,,0,12/30/2017,22,17,2017,58
157,12/30/2017,5.43,Jamaica,,22,,0,12/30/2017,22,157,2017,2890
379,12/30/2017,2.24,Guatemala,,22,,88,12/30/2017,22,379,2017,16914
120,12/30/2017,1.3,Honduras,,22,,4,12/30/2017,22,120,2017,9265
7,12/30/2017,6.25,Grenada,,22,,6,12/30/2017,22,7,2017,112
0,12/30/2017,0,Dominica,,22,,0,12/30/2017,22,0,2017,74
9,12/30/2017,0.08,Dominican Republic,,22,,0,12/30/2017,22,9,2017,10767
2476,12/30/2017,14.89,Ecuador,,22,,"1,698",12/30/2017,22,"2,476",2017,16625
1228,12/30/2017,2.5,Colombia,,22,,3,12/30/2017,22,"1,228",2017,49066
972,12/30/2017,19.81,Costa Rica,,22,,972,12/30/2017,22,972,2017,4906
0,12/30/2017,0,Canada,0,22,0,,12/30/2017,22,0,2017,0
832,12/30/2017,221.87,Belize,,22,,147,12/30/2017,22,832,2017,375
70,12/30/2017,17.72,Bahamas,,22,,0,12/30/2017,22,70,2017,395
0,12/30/2017,0,Virgin Islands (UK),,22,,0,12/30/2017,22,0,2017,35
416,12/30/2017,277.33,Curaçao,,22,,140,12/30/2017,22,416,2017,150
260,12/30/2017,0.2,Mexico,,22,,260,12/30/2017,22,260,2017,129163
2,12/30/2017,40,Montserrat,,22,,0,12/30/2017,22,2,2017,5
705,12/30/2017,613.04,Aruba,,22,,616,12/30/2017,22,705,2017,115
430,12/30/2017,6.92,Nicaragua,,22,,,12/30/2017,22,430,2017,6218
1391,12/30/2017,33.94,Panama,,22,,175,12/30/2017,22,"1,391",2017,4099
74,12/30/2017,1.09,Paraguay,,22,,2,12/30/2017,22,74,2017,6811
5361,12/30/2017,16.67,Peru,,22,,513,12/30/2017,22,"5,361",2017,32165
4,12/30/2017,7.55,Saint Kitts and Nevis,,22,,0,12/30/2017,22,4,2017,53
12,12/30/2017,70.59,Anguilla,,22,,4,12/30/2017,22,12,2017,17
0,12/30/2017,0,Saint Lucia,0,22,,0,12/30/2017,22,0,2017,165
9,12/30/2017,1.6,Suriname,,22,,1,12/30/2017,22,9,2017,563
28,12/30/2017,52.83,Turks and Caicos Islands,,22,,1,12/30/2017,22,28,2017,53
0,10/7/2017,0,Uruguay,0,22,0,,10/7/2017,22,0,2017,3457
,2/24/2018,,French Guiana,,22,,,2/24/2018,-,,2017,283
,4/11/2020,,El Salvador,,22,,,4/11/2020,-,,2017,6378
,12/30/2017,,United States of America,,22,,,12/30/2017,-,,2017,324460
,2/17/2018,,Guadeloupe,,22,,,2/17/2018,-,,2017,450
,12/31/2016,,Trinidad and Tobago,,22,,,12/31/2016,-,,2017,1369
,2/17/2018,,Martinique,,22,,,2/17/2018,-,,2017,385
,4/4/2020,,Venezuela,,22,,,4/4/2020,-,,2017,31977
,12/30/2017,,Cuba,,22,,,12/30/2017,-,,2017,11485
,12/31/2016,,Antigua and Barbuda,,22,,,12/31/2016,-,,2017,95
29,12/30/2017,9.93,Barbados,,23,,2,12/30/2017,23,29,2017,292
1447,12/30/2017,13.09,Bolivia,0,23,,582,12/30/2017,23,"1,447",2017,11052
24202,12/30/2017,11.56,Brazil,,23,,"7,741",12/30/2017,23,"24,202",2017,209288
638,12/30/2017,1.44,Argentina,,23,,250,12/30/2017,23,638,2017,44271
17,12/30/2017,29.31,Cayman Islands,,23,,0,12/30/2017,23,17,2017,58
157,12/30/2017,5.43,Jamaica,,23,,0,12/30/2017,23,157,2017,2890
388,12/30/2017,2.29,Guatemala,,23,,90,12/30/2017,23,388,2017,16914
120,12/30/2017,1.3,Honduras,,23,,4,12/30/2017,23,120,2017,9265
7,12/30/2017,6.25,Grenada,,23,,6,12/30/2017,23,7,2017,112
0,12/30/2017,0,Dominica,,23,,0,12/30/2017,23,0,2017,74
9,12/30/2017,0.08,Dominican Republic,,23,,0,12/30/2017,23,9,2017,10767
2649,12/30/2017,15.93,Ecuador,,23,,"1,816",12/30/2017,23,"2,649",2017,16625
1273,12/30/2017,2.59,Colombia,,23,,3,12/30/2017,23,"1,273",2017,49066
1026,12/30/2017,20.91,Costa Rica,,23,,"1,026",12/30/2017,23,"1,026",2017,4906
0,12/30/2017,0,Canada,0,23,0,,12/30/2017,23,0,2017,0
867,12/30/2017,231.2,Belize,,23,,152,12/30/2017,23,867,2017,375
74,12/30/2017,18.73,Bahamas,,23,,0,12/30/2017,23,74,2017,395
0,12/30/2017,0,Virgin Islands (UK),,23,,0,12/30/2017,23,0,2017,35
416,12/30/2017,277.33,Curaçao,,23,,140,12/30/2017,23,416,2017,150
293,12/30/2017,0.23,Mexico,,23,,293,12/30/2017,23,293,2017,129163
2,12/30/2017,40,Montserrat,,23,,0,12/30/2017,23,2,2017,5
